Beacon Rock,,,Dod's Jam,Pitch 1,,5.,8,,,189,PRCs,«««,,Trad,F,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dod's Jam,Pitch 2,,5.,9,,,189,PRCs,«««,,TR/Aid,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dod's Jam,Pitch 3,,5.,10c,,,189,PRCs,«««,,TR/Aid,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dastardly Crack,,,5.,9,,,190,PRCs,«««,,Trad,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Windsurfer,,,5.,10b,,,191,PRCs,«««,,TR,,8/18/13,,,,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face Variation,,,5.,5,,,,,««,,Trad,F,9/14/14,,,,,,,,,,,,
Broughton Bluff,,North Face,Frodo's Journey,,,5.,9,,,16,PRCs,«««,Placed small cam high on route,Sport,RP,4/14/14,7/17/13,,,,,,,,,,,
Broughton Bluff,,North Face,Gandalf's Grip,Pitch 1,,5.,9,,,17,PRCs,««,,Mixed,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,North Face,Gandalf's Grip,Pitch 2,,5.,8,,,17,PRCs,««,,Mixed,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Edges and Ledges,,,5.,8,,,19,PRCs,«««,,Mixed,F,4/14/14,4/26/13,1/19/13,9/20/12,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Giant's Staircase,,,5.,6,,,19,PRCs,««,,Free Solo,F,5/12/14,4/14/14,4/26/13,3/10/13,1/19/13,,,,,,,,
Broughton Bluff,,Hanging Gardens,Sickle,,,5.,9,,,19,PRCs,«««,,TR,,5/12/14,4/14/14,5/6/13,9/19/12,3/25/12,5/23/09,,,,,,,
Broughton Bluff,,Hanging Gardens,The Hammer,,,5.,9,,,19,PRCs,««,,TR,,4/26/13,3/25/12,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Chockstone Chimeny,,,5.,9,,,20,PRCs,««,,Trad,F,3/10/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Loose Block Overhang,Pitch 1,,5.,8,,,20,PRCs,««,,TR,,5/6/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Tip City,,,5.,10a,,,20,PRCs,««,,TR,,3/10/13,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Anastasia,,,5.,9,,,28,PRCs,««,,TR,,5/14/14,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Classic Crack,,,5.,9,,,29,PRCs,««,,TR,,5/14/14,7/4/13,1/19/13,9/19/12,,,,,,,,,
Broughton Bluff,,Red Wall,Sheer Stress,Pitch 1,,5.,10a,,,29,PRCs,««,,TR,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Red Eye,Pitch 1,,5.,10c,,,32,PRCs,«««,,Sport,F,7/4/13,9/19/12,,,,,,,,,,,
Broughton Bluff,,Red Wall,Friction,,,5.,9,,,34,PRCs,««,,Mixed,F,5/14/14,7/4/13,,,,,,,,,,,
Broughton Bluff,,Red Wall,Shootin',,Shoot from the Hip,5.,10c,,,34,PRCs,«««,,TR,,5/14/14,7/4/13,,,,,,,,,,,
Broughton Bluff,,Red Wall,Short Fuse,,,5.,10c,,,37,PRCs,«,,TR,,5/14/14,,,,,,,,,,,,
Broughton Bluff,,Bat Wall,Lost Boys,,,5.,10d,,,41,PRCs,««,,TR,,7/4/13,,,,,,,,,,,,
Bulo Point,,South Gully,Silence of the Cams,,,5.,7,,,74,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,South Gully,Inversion Excursion,,,5.,8,,,75,RCO,«,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,South Gully,Seperated at Birth,,,5.,10b,,,78,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Barking Spider,,,5.,6,,,79,RCO,««,,Sport,F,7/28/13,,,,,,,,,,,,
Bulo Point,,Main Area,For the Love of God Alice Shut the Bathroom Door,,,5.,10a,,,80,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Plumber's Crack,,,5.,5,,,81,RCO,««,,Trad,F,7/28/13,,,,,,,,,,,,
Bulo Point,,Main Area,Jet Stream,,,5.,9,,,82,RCO,«««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Jet Wind,,,5.,8,,,82,RCO,«««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Nook and Cranny,,,5.,7,,,82,RCO,«««,,Trad,F,7/28/13,6/29/13,,,,,,,,,,,
Bulo Point,,Main Area,Return of Yoda,,,5.,10c,,,82,RCO,««,,Sport,RP,8/5/13,,,,,,,,,,,,
Bulo Point,,Main Area,Black Market Organ Donor,,,5.,10a,,,83,RCO,«««,,Mixed,F,8/5/13,7/28/13,,,,,,,,,,,
Bulo Point,,Main Area,Cattle Guard,,,5.,9,,,84,RCO,««,,Sport,RP,8/5/13,6/30/13,,,,,,,,,,,
Bulo Point,,Main Area,Nuke the Gay Whales for Jesus,,,5.,7,,,84,RCO,««,,Sport,F,6/30/13,,,,,,,,,,,,
Bulo Point,,Main Area,Line Dancing,,,5.,8,,,85,RCO,«««,,Trad,RP,8/5/13,6/30/13,,,,,,,,,,,
Bulo Point,,Northeast Section,DaKind,,,5.,9,,,87,RCO,«««,,Sport,F,6/30/13,,,,,,,,,,,,
Callahans,Mind Planet,Upper Calvin and Hobbes,Calvinball,,,5.,5,,,165,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,The Near Side,Duck Pond,,,5.,6,,,166,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,Beginnings Area,Balancing Act,,,5.,8,,,169,WR,««,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,Beginnings Area,Booder Skies,,,5.,6,,,169,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Carver,,,Rites of Passage,,,5.,10b,,,91,PRCs,«««,,Sport,,7/31/13,,,,,,,,,,,,
Carver,,,Smooth Operator,,,5.,4,,,96,PRCs,««,,Trad,F,7/31/13,,,,,,,,,,,,
Carver,,,Leaning Uncertainty,,,5.,7,,,97,PRCs,«««,,Trad,F,7/31/13,,,,,,,,,,,,
Carver,,,Rubicon,,,5.,9,,,97,PRCs,««,,Sport,RP,7/31/13,8/3/11,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,EB-1,,,5.,9,,,,,««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,EB-2,,,5.,8,,,,,«««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Ellie's Sweet Kiss,,,5.,10a,,,,,«««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Hard to Port,,,5.,10a,,,,,««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,I Wanna Go Home,,,5.,9,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Insomniac,,,5.,8,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Kiss of the Crowbar,,,5.,7,,,,,««««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Midnight Scrambler,,,5.,7,,,,,««,,TR,,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Missing the Taco,,,5.,10b,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Nocturnal Remission,,,5.,8,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Pixie Dust Recommended,,,5.,10c,,,,,«««,,Sport,,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Space Face,,,5.,10c,,,,,««,,Sport/Aid,,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Swerve,,,5.,7,,,,,««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,The Plank,Pitch 1,,5.,9,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,The Plank,Pitch 2,,5.,10a,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Tick Tock,,,5.,10b,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Unknown,,,5.,10c,,,,,«««,Roof Problem left of EB-1,TR,,6/21/14,,,,,,,,,,,,
Frenches Dome,,,Oz,,Emerald City,5.,8,,,203,PRCs,««,,Sport,,9/15/13,6/12/11,,,,,,,,,,,
Frenches Dome,,,Silver Streak,,Dirty Deeds,5.,10c,,,203,PRCs,«««,,Sport,RP,9/15/13,7/13/12,,,,,,,,,,,
Frenches Dome,,,Straw Man,,,5.,7,,,203,PRCs,««,,Sport,RP,7/13/12,,,,,,,,,,,,
Frenches Dome,,,Alpha Centauri,,,5.,8,,,204,PRCs,«««,,Sport,RP,9/15/13,6/8/13,7/13/12,6/12/11,,,,,,,,,
Frenches Dome,,,Tin Tangle,,,5.,8,,,204,PRCs,«««,,Sport,RP,9/15/13,6/8/13,6/12/11,,,,,,,,,,
Frenches Dome,,,Giant's Direct,,,5.,7,,,205,PRCs,««,,Sport,RP,6/8/13,7/13/12,8/7/11,6/12/11,,,,,,,,,
Frenches Dome,,,Static Cling,,,5.,9,,,205,PRCs,««,,Sport,F,6/8/13,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Dance of the Shaman,,,5.,10b,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Don Coyote,,,5.,8,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Hardening of the Arteries,,,5.,10c,,,,,«««,,Sport,RP,10/18/14,10/18/14,,,,,,,,,,,
Frenchman Coulee,Feathers,,Medicine Man,,,5.,10a,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Satan's Little Helper,,,5.,9,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Satan's Wagon,,,5.,10b,,,,,««,,Sport,RP,10/18/14,10/17/14,,,,,,,,,,,
Frenchman Coulee,Feathers,,So Funny I Forgot To Laugh,,,5.,9,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,The Uprising,,,5.,8,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Wish I Were Skiing at 49,,,5.,10b,,,,,«««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,,Sunshine Wall,Clip 'em or Skip 'em,,,5.,8,,,,,«««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,,Millennium Wall,Frank Black,,,5.,11b,,,,,«««,,Sport,RP,10/19/14,10/19/14,,,,,,,,,,,
Frenchman Coulee,,Millennium Wall,Nazi Boyfriend,,,5.,10b,,,,,««,,Sport,RP,10/19/14,,,,,,,,,,,,
Frenchman Coulee,,Sunshine Wall,Party in Your Pants,,,5.,8,,,,,«««,,Trad,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,,Sunshine Wall,Preying Mantel,,,5.,10a,,,,,««,,Sport,F,10/19/14,,,,,,,,,,,,
Frenchman Coulee,,Sunshine Wall,Ride 'em Cowboy,,,5.,9,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 1,,5.,6,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 10,,4,,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 11,,4,,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 12,,4,,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 2,,5.,6,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 3,,5.,7,,,,,«««,,Trad,F,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 4,,5.,6,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 5,,5.,6,,,,,«««,,Trad,F,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 6,,4,,,,,,«««,,Trad,F,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 7,,5.,5,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 8,,5.,7,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
High Sierra,Mt. Whitney,,East Buttress,Pitch 9,,5.,6,,,,,«««,,TR,,7/27/14,,,,,,,,,,,,
Index,,,Aries,Pitch 1,,5.,8,,,,,«««,,Trad,,6/21/14,,,,,,,,,,,,
Klinger Spring,Land of Shadows,,Cerberus,,,5.,10a,,,,,««,,Sport,,5/31/15,,,,,,,,,,,,
Klinger Spring,Leaning Tower ,,Point of Diminishing Returns,,,5.,9,,,,,««,,Sport,F,5/31/15,,,,,,,,,,,,
Klinger Spring,North End,,Hanging Chad,,,5.,7,,,,,«««,,Sport,F,5/31/15,,,,,,,,,,,,
Leavenworth,Icicle Creek,,El Caliente,,,5.,9,,,,,«««,,TR,,5/25/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 1,,5.,7,,,,,««,,TR,,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 2,,5.,7,,,,,««,,Trad,F,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 3,,5.,9,,,,,«««,,TR,,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 4,,5.,8,,,,,««,,TR,,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 5,,5.,7,,,,,««««,,Trad,,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Outer Space,Pitch 6,,5.,9,,,,,«««,,TR,,6/14/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Regular Route,Pitch 1,,5.,10b,,,,,««,,TR,,5/25/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Regular Route,Pitch 2,,5.,7,,,,,«««,,TR,,5/25/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Regular Route,Pitch 3,,5.,8,,,,,«««,,Trad,F,5/25/14,,,,,,,,,,,,
Leavenworth,Icicle Creek,,Steele Curtain,,,5.,7,,,,,««,,Trad,F,5/25/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,Castle Rock,Canary,Pitch 1,,5.,8,,,,,««,,TR,,6/15/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,Castle Rock,Canary,Pitch 2,,5.,8,,,,,«««,,TR,,6/15/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,,Cryptogram,,,5.,10a,,,,,««««,,Sport,F,5/26/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,,Piece of the Puzzle,,,5.,8,,,,,«««,,Sport,F,5/26/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,Castle Rock,Saber,Pitch 1,,5.,6,,,,,««,,TR,,6/15/14,,,,,,,,,,,,
Leavenworth,Tumwater Canyon,Castle Rock,Saber,Pitch 2,,5.,5,,,,,««,,TR,,6/15/14,,,,,,,,,,,,
Ozone,,The Shire,Bag Ends,,,5.,7,,,131,PRCs,«,,Trad,,8/10/12,,,,,,,,,,,,
Ozone,,The Shire,Bearded Lady,,,5.,6,,,131,PRCs,«,,Mixed,RP,7/10/13,7/28/12,,,,,,,,,,,
Ozone,,Middle Earth,Helm's Deep,,,5.,9,,,132,PRCs,««,,Sport,RP,6/1/13,9/2/12,,,,,,,,,,,
Ozone,,Middle Earth,House of Pain,,,5.,11a,,,132,PRCs,«««,,Sport,RP,1/31/15,6/1/13,5/19/13,5/11/13,4/27/13,,,,,,,,
Ozone,,Middle Earth,Why Must I Cry,,,5.,10a,,,132,PRCs,««,,Sport,F,6/1/13,4/27/13,,,,,,,,,,,
Ozone,,Snake Wall,Snake Face,,,5.,9,,,133,PRCs,««««,,Mixed,F,3/8/15,9/13/14,6/4/14,10/19/13,7/22/13,,,,,,,,
Ozone,,Snake Wall,Snake Roof,,,5.,10a,,,133,PRCs,«««,,Mixed,RP,3/8/15,9/13/14,,,,,,,,,,,
Ozone,,Room With A View,Chaos,,,5.,8,,,134,PRCs,«««,,Mixed,F,10/19/13,7/15/13,5/19/13,,,,,,,,,,
Ozone,,Snake Wall,Eight is Enough,,,5.,8,,,134,PRCs,««,,Trad,RP,10/21/13,7/10/13,9/23/12,7/28/12,,,,,,,,,
Ozone,,Room With A View,Masterpiece Theater,,,5.,11c,,,134,PRCs,«««,,TR,,1/31/15,,,,,,,,,,,,
Ozone,,Snake Wall,Party at the Moon Tower,,,5.,10a,,,134,PRCs,«««,,Sport,RP,9/13/14,6/4/14,7/10/13,9/23/12,9/2/12,8/28/12,8/20/12,7/28/12,,,,,
Ozone,,Room With A View,Dirty Jugs,,,5.,9,,,135,PRCs,«««,,Sport,RP,1/31/15,9/13/14,8/19/14,6/4/14,10/19/13,6/15/13,4/27/13,9/23/12,8/28/12,8/20/12,8/10/12,7/28/12,9/22/11
Ozone,,Room With A View,Kung Fu,,,5.,9,,,135,PRCs,««,,Sport,RP,6/4/14,5/1/14,5/11/13,8/20/12,5/26/12,8/27/11,,,,,,,
Ozone,,Old Tree Area,Carrots for Everyone,,,5.,10a,,,136,PRCs,««,,Sport,RP,10/19/13,6/15/13,5/11/13,8/10/12,,,,,,,,,
Ozone,,Old Tree Area,Kamikaze,,,5.,10a,,,136,PRCs,«««,,Sport,F,5/11/13,4/27/13,9/23/12,,,,,,,,,,
Ozone,,Room With A View,Sweeping Beauty,,,5.,10c,,,136,PRCs,««,,Mixed,RP,6/4/14,5/11/13,9/23/12,,,,,,,,,,
Ozone,,Old Tree Area,Trinity Crack,,,5.,9,,,136,PRCs,««,,Mixed,RP,2/15/15,,,,,,,,,,,,
Ozone,,Old Tree Area,May Day,,,5.,10c,,,138,PRCs,«««,,Sport,RP,6/1/13,4/27/13,,,,,,,,,,,
Ozone,,Shield Wall,Chain Mail,,,5.,11b,,,139,PRCs,««««,,Mixed,RP,3/8/15,2/15/15,,,,,,,,,,,
Ozone,,Shield Wall,MD Route,,,5.,11d,,,139,PRCs,««,,TR,,3/8/15,,,,,,,,,,,,
Ozone,,Shield Wall,Rauch Factor,,,5.,10c,,,139,PRCs,«««,,Mixed,,3/8/15,,,,,,,,,,,,
Ozone,,Shield Wall,High Plains Drifter,,,5.,10d,,,140,PRCs,«««,,Sport,RP,5/19/13,5/11/13,,,,,,,,,,,
Ozone,,Heaven's Wall,Jacob's Ladder,,,5.,9,,,140,PRCs,««,,Mixed,F,2/15/15,,,,,,,,,,,,
Ozone,,Heaven's Wall,Bitches Brew,,,5.,10a,,,142,PRCs,«,,TR,,2/15/15,,,,,,,,,,,,
Ozone,,Heaven's Wall,Burrito Killa,,,5.,10b,,,142,PRCs,««,,Sport,RP,2/15/15,7/22/13,,,,,,,,,,,
Ozone,,Heaven's Wall,Love Supreme,Pitch 1,,5.,6,,,142,PRCs,««,,Mixed,F,7/22/13,,,,,,,,,,,,
Ozone,,Heaven's Wall,Hang Up Your Hang Ups,,,5.,8,,,144,PRCs,««,,TR,,2/15/15,7/22/13,,,,,,,,,,,
Ozone,,Old School Wall,Little Dipper,,,5.,7,,,144,PRCs,««,,Trad,RP,7/15/13,7/10/13,9/4/12,,,,,,,,,,
Ozone,,Old School Wall,Ripper,,,5.,9,,,144,PRCs,««««,,Trad,RP,9/13/14,9/13/14,8/19/14,6/30/14,5/1/14,10/21/13,10/19/13,7/22/13,7/15/13,7/14/13,5/19/13,,
Ozone,,Old School Wall,Stigmata,,,5.,8,,,144,PRCs,««,,Trad,F,6/30/14,,,,,,,,,,,,
Ozone,,Old School Wall,Orion,,,5.,10c,,,145,PRCs,«««,,Sport,RP,9/13/14,9/13/14,10/21/13,10/19/13,7/22/13,7/10/13,5/19/13,,,,,,
Ozone,,Old School Wall,Piton Variation,,,5.,10d,,,145,PRCs,«««,,Sport,RP,6/30/14,5/1/14,10/21/13,10/19/13,7/22/13,5/19/13,,,,,,,
Ozone,,Mordor,Gophers Gone Wild,,,5.,11b,,,146,PRCs,««,,TR,,6/30/14,,,,,,,,,,,,
Ozone,,Mordor,Numb Nuts,,,5.,8,,,146,PRCs,«««,,Sport,RP,5/1/14,9/2/12,8/20/12,5/26/12,9/22/11,8/27/11,,,,,,,
Ozone,,Mordor,Small Nuts,,,5.,9,,,146,PRCs,««,,Trad,F,9/8/14,10/21/13,4/27/13,,,,,,,,,,
Ozone,,Old School Wall,Standing Ovation,,,5.,10a,,,146,PRCs,«««,,Sport,F,3/8/15,6/30/14,7/15/13,4/27/13,9/4/12,9/2/12,8/28/12,,,,,,
Ozone,,Mordor,No Nuts,,,5.,9,,,147,PRCs,««,,Sport,RP,9/4/12,9/22/11,,,,,,,,,,,
Ozone,,Mordor,Meth Rage,,,5.,7,,,148,PRCs,«,,Trad,F,9/8/14,,,,,,,,,,,,
Ozone,,Mordor,Stepchild,,,5.,10a,,,149,PRCs,««,,Sport,RP,6/15/13,9/4/12,7/28/12,,,,,,,,,,
Ozone,,The Far Side,Adams Crack,,,5.,8,,,153,PRCs,««,,Trad,F,7/14/13,,,,,,,,,,,,
Ozone,,The Far Side,2Trad4U,,,5.,9,,,154,PRCs,«««,,Sport,F,7/14/13,,,,,,,,,,,,
Ozone,,The Far Side,Happy Crack,,,5.,8,,,154,PRCs,««,,Trad,PP,7/14/13,,,,,,,,,,,,
Ozone,,The Far Side,Closeout,,,5.,9,,,158,PRCs,««,,TR,,7/14/13,,,,,,,,,,,,
Ozone,,The Far Side,The Martyr,,,5.,8,,,158,PRCs,««,,TR,,7/14/13,,,,,,,,,,,,
Ozone,,Sport School Wall,1st Grade Problems,,,5.,8,,,,MP,«,,Sport,F,3/8/15,,,,,,,,,,,,
Ozone,,Sport School Wall,Playing Hooky,,,5.,6,,,,MP,«,,Sport,F,3/8/15,,,,,,,,,,,,
Pete's Pile,,,Even,,,5.,7,,,,RCO,«««,,Trad,F,8/5/13,,,,,,,,,,,,
Pete's Pile,,,For Pete's Sake,,,5.,8,,,,RCO,««««,,Trad,F,8/5/13,,,,,,,,,,,,
Railay,,One-Two-Three,Dr. Jekull & Mrs. Hyde,,,,6a+,,,59,Thai,«««,,Sport,F,12/26/13,,,,,,,,,,,,
Railay,,One-Two-Three,Kratoy,,Lady Boy,,6c,,,59,Thai,«««,,TR,,12/26/13,,,,,,,,,,,,
Railay,,One-Two-Three,Selee,,,,6a,,,59,Thai,««,,Sport,F,12/26/13,,,,,,,,,,,,
Railay,,One-Two-Three,We Sad,,,,6a+,,,59,Thai,«««,,Sport,,12/26/13,,,,,,,,,,,,
Railay,,Thaiwand Wall,Twenty Kilos of Steel,,,,4,,,95,Thai,«,,TR,,1/5/14,,,,,,,,,,,,
Railay,,Wee's Present Wall,Hello Christine,,,,6a+,,,101,Thai,««,,Sport,F,12/31/13,,,,,,,,,,,,
Railay,,Wee's Present Wall,I Don't Know,,,,6a,,,101,Thai,««,,TR,,12/31/13,,,,,,,,,,,,
Railay,,Wee's Present Wall,Unknown,,,,6a,,,101,Thai,««,Just left of I Don't Know,Sport,F,12/31/13,,,,,,,,,,,,
Railay,,Ton Sai Wall,Humanality,Pitch 1,,,6a+,,,113,Thai,««,,Sport,F,12/27/13,,,,,,,,,,,,
Railay,,Ton Sai Wall,Humanality,Pitch 2,,,6b,,,113,Thai,«««,,Sport,,12/27/13,,,,,,,,,,,,
Railay,,Ton Sai Wall,Humanality,Pitch 3,,,6b+,,,113,Thai,«««,,Sport/Aid,,12/27/13,,,,,,,,,,,,
Railay,,Dum's Kitchen,Jumping for Jugs,,,,6c,,,121,Thai,«««,,Sport,,12/28/13,12/25/13,,,,,,,,,,,
Railay,,Dum's Kitchen,Schlingel Max,,,,6b,,,123,Thai,««,,Sport,,12/23/13,,,,,,,,,,,,
Railay,,Dum's Kitchen,Schlingel Moritz,,,,6a,,,123,Thai,«««,,Sport,F,12/23/13,,,,,,,,,,,,
Railay,,Cobra Wall,Snake Skin,,,,6a+,,,135,Thai,««,,TR,,1/1/14,,,,,,,,,,,,
